	claim	label
1783	A photograph shows Elvis Presley posing with Bruce Lee.	false
1784	The Tim Allen show 'Last Man Standing' was cancelled due to the star's political beliefs.	false
1785	The Federal Bureau of Investigation has uncovered evidence that everyone who voted for President Donald Trump is a Russian spy	false
1786	Former president Bill Clinton filed for divorce from former presidential candidate Hillary Clinton in May 2017.	false
1787	A Columbus, Ohio English teacher lost his eye in a fidget spinner accident.	false
1788	Exercising is counterproductive because it expends more quickly the finite amount of energy a human has.	false
1789	A Texas girl required surgery after she swallowed part of a fidget spinner while cleaning it.	true
1790	A recently removed statue of Jefferson Davis is being replaced with a large bronze tribute to Barack Obama.	false
1791	"A dangerous new drug known as ""gray death"" can kill through the air and skin contact."	true
1792	"""Adorable Drug Kingpin"" Sarah Furay avoided charges due to her father's connection to the DEA."	false
1793	A Russian man claiming to be Vladimir Putin's lover was found dead in Switzerland	false
1794	"A commencement speech delivered by President Trump at Liberty University in May 2017 bore remarkable similarities to one given by Reese Witherspoon's character in the 2001 film ""Legally Blonde."""	false
1795	Televangelist Paula White sold American flags that were personally blessed by President Donald Trump.	false
1796	A video captures a cat with an extremely deep meow.	false
1797	A young boy named Dakota was air lifted to the hospital after having a seizure.	false
1798	Attorney General Jeff Sessions has investments in the private prison industry.	false
1799	DNC staffer Seth Rich sent 'thousands of leaked e-mails' to WikiLeaks before he was murdered.	false
1800	"Monica Lewinsky's son ""David"" was found dead in Central Park."	false
1801	A photograph shows a biplane buzzing a Los Angeles beach in 1911.	false
1802	"President Trump ordered the White House bathed in blue light to honor fallen police officers, something President Obama ""refused"" to do."	false
1803	Photographs show a pregnant woman named Paola Lynn who was raped by a Muslim refugee in Michigan.	false
1804	"A photograph shows ""rainbow mountains"" in Peru."	true
1805	A Colorado hunter claimed he was sexually assaulted by a Sasquatch.	false
1806	A man was hospitalized after a fidget spinner became lodged in his anus.	false
1807	"During the Jim Crow era of racial segregation in the American South, some businesses posted ""colored only, no whites allowed"" signs over their doors."	true
1808	A sealed indictment has been granted against President Donald Trump.	false
1809	If the vial to a mercury-containing vaccine is broken, the building must be evacuated.	false
1810	A photograph shows author J.D. Salinger writing at a nudist retreat.	false
1811	An unflattering photograph shows President Trump playing a round of golf.	false
1812	A pastor was eaten by crocodiles in front of horrified parishioners during his attempt to walk on water.	false
1813	A photograph shows a fresh water sturgeon whale under the Mackinac Bridge in Lake Huron.	false
1814	Clint Eastwood was found dead in Brentwood, California, in May or June 2017.	false
1815	Fox News Channel host Tucker Carlson succumbed to injuries from an automobile accident.	false
1816	Chick-fil-A is offering free Mother's Day lunches on 14 May 2017.	false
1817	A video shows two men lynching Kendra Shanice Reid.	false
1818	In 1926, the federal government poisoned alcohol to curb consumption during Prohibition; by the time Prohibition ended in 1933, an estimated 10,000 people had died from this poisoning.	false
1819	Ulta Beauty will close its doors following a buyout by competitor Sephora.	false
1820	A 7D hologram park in Japan features virtual animals that can be touched by visitors.	false
1821	Sargento cheese was recalled on 9 May 2017 (or in August/September 2017), because it might kill your whole family.	false
1822	A photograph shows an unusually large squid carcass in Indonesia.	false
1823	An American Muslim man raped a 13-year-old girl in Ohio, and then was beaten by Trump supporters.	false
1824	"A Clinton Foundation cargo ship arriving from Africa was raided and found to contain ""illegal contraband"" in the form of foreign refugees, narcotics, weapons, and illegal fruits."	false
1825	Brian Kelley and Tyler Hubbard from the band Florida Georgia Line have announced that they are getting married.	false
1826	President Bill Clinton firing of FBI Director William Sessions was linked to Deputy White House Counsel Vince Foster's death a day later.	false
1827	The Taco Bell fast food chain is closing all of their locations.	false
1828	Danney Williams, a 31-year-old man from Little Rock, Arkansas who has claimed to be President Bill Clinton's illegitimate son, has died.	false
1829	A KGB agent admitted that the Sex Pistols were financed by the USSR to destabilize Western democracy.	false
1830	"Mathew McConaughey ""came out of the closet"" during an interview with a magazine."	false
1831	Fox News reported the former FBI director had resigned, when he had in fact been fired.	true
1832	"Pastor Rick Scarborough asserted that breast cancer is caused by women's ""dirty"" thoughts."	false
1833	"Former FBI Director James Comey sent a tweet about the ""pee tape"" shortly after getting fired."	false
1834	In May 2017, the ACLU issued a warning for Americans traveling to Texas.	true
1835	Criminals are marking homes with bags tied to trees or colored stickers in order to steal dogs for use in dogfighting events.	false
1836	A customer closed out his million-dollar account after his bank refused to validate a 50-cent parking ticket.	true
1837	California's governor is under investigation for possible corruption.	false
1838	Joakim Noah gave the finger to US soldiers and refused to eat with them while training at West Point.	false
1839	President Donald Trump's website contains a release about a plan to 'fuck the poor.'	false
1840	"Joanna Gaines, who costars in the HGTV home improvement show ""Fixer Upper"" with her husband Chip, is leaving the show to start her own skincare line."	false
1841	President Trump said that Americans had no right to protest against him.	false
1842	Harvard University is segregating graduation ceremonies based on race in 2017.	false
1843	A Syrian refugee receives close to $400,000 in benefits a year from the German government in order to take care of his wives and children.	false
1844	A photograph shows a wolf pack being led by the oldest and weakest members.	false
1845	"A man was attacked and raped in Atlanta by a gay gang known as the ""Sweet Bloods."""	false
1846	A video shows a pink volcano erupting in New Zealand.	false
1847	"Former Fox News host Bill O’Reilly was hospitalized in New York after being beaten by a group of ""liberals."""	false
1848	The American Health Care Act was scored twice by the CBO and it went through four committees before the House voted on it.	false
1849	If you die, you can send your ashes to legislators as one final act of protest.	true
1850	President Trump signed an executive order permitting people to hunt the national bird.	false
1851	Sarah Palin said Obamacare made people irresponsible, and that people with Lyme disease should quit eating limes.	false
1852	Rape would be designated a pre-existing condition under the American Health Care Act.	false
1853	"Police raided an Olive Garden and made a ""disturbing find"" thanks to Obama's Muslim refugees."	false
1854	Pet food includes the rendered remains of euthanized cats and dogs.	false
1855	Leaked photographs show various Muslim symbols and apparatus in President Obama's White House.	false
1856	A video shows a little girl calling President Trump 'a disgrace to the world.'	false
1857	Stephen Colbert was fired by CBS after President Trump called and ordered his termination.	false
1858	Billionaire Vijay Mallya found cheap parking in New York by using his expensive car as collateral for a loan.	false
1859	President Trump has purchased the Mount Desert Island estate of David Rockefeller.	false
1860	The actors from the hit '90s sitcom 'Friends' are reuniting to shoot another season of the series.	false
1861	"White House Chief of Staff Reince Priebus sent an e-mail to White House staff directing them to address Ivanka Trump and Jared Kushner as ""secretary."""	false
1862	Bill Nye proposed penalizing families with too many children to reduce population growth and slow climate change.	false
1863	A heavily pregnant woman was beaten by a Muslim refugee in Oklahoma.	false
1864	A Popeye's manager in Brunswick, Georgia was caught lacing chicken with cocaine to drive business.	false
1865	Alabama just brought back racial segregation in schools.	false
1866	A photograph shows Martin Luther King Jr. flipping the bird at a photographer.	false
1867	A photograph showing a group of astronauts without their helmets on indicates that the moon landing was staged.	false
1868	A 31-year-old Cincinnati woman was taken to the hospital after the 14-month-old toddler she was babysitting got stuck in her vaginal cavity.	false
1869	Photograph shows an airplane shot down by Native Americans using wooden arrows.	false
1870	"Vice President Mike Pence said, ""What the American people need is not more health care. What we need is more Jesus care."""	false
1871	A screenshot of a Saudi news story showing Germany's leader with pixelated hair is a hoax.	false
1872	A student with a concealed handgun stopped a mass stabbing at the University of Texas.	false
1873	"Restaurant workers at Smithfield's Chicken & Barbeque Jones Sausage in Raleigh sang ""fuck the police"" at visiting officers."	false
1874	Photograph shows a newborn baby clutching an IUD in his hand.	false
1875	Thomas Crapper invented the flush toilet.	false
1876	A photograph shows a woman wearing a sign reading 'My Legs Are Open for Refugees.'	false
1877	In just over a year, more than sixty holistic health practitioners have died suspicious deaths, and the media refuses to acknowledge that these deaths might be linked.	false
1878	A teacher in Missouri stapled a student's lips closed.	false
1879	"A Japanese study found electronic cigarettes (popularly called ""e-cigs"") contain ten times as many carcinogens as tobacco cigarettes."	false
1880	Code Pink member Desiree Fairooz was prosecuted for disorderly conduct after she laughed during Attorney General Jeff Sessions's confirmation hearing.	true
1881	"Melania Trump ""liked"" a tweet that poked fun at her relationship with her husband, President Donald Trump."	true
1882	A man killed and ate his wife after being stuck in an elevator for 71 hours.	false
1883	A plaque displayed on a golf course owned by President Trump commemorates a Civil War battle that never happened.	true
1884	A photograph depicts a Six Flags roller coaster under floodwaters in St. Louis in May 2017.	false
1885	An image shows an anti-fascist protester duct-taped to an electrical box by neo-Nazis.	false
1886	A video shows a car driving through a crowd of anti-Trump protesters on the highway.	false
1887	Samantha Bee's husband, Jason Jones, is fighting to keep poor people out of the school his children attend.	false
1888	Department of Health and Human Services appointee Charmaine Yoest repeated the false claim abortion causes breast cancer.	true
1889	President Trump offered asylum to Russian Jehovah's Witnesses.	false
1890	"President Trump ""vetoed"" Argentina's decision to honor Jimmy Carter in April 2017."	false
1891	A video shows clouds rolling over Mount Fuji.	false
1892	"Clint Eastwood received ""tragic news"" and was subjected to ""heavy insults"" because of his new movie."	false
1893	A 43-year-old woman forced her unfaithful husband to eat his own genitals.	false
1894	A tornado carried a mobile home for 130 miles  and left its occupants unharmed.	false
1895	The state of Michigan threatened local beavers with a $10,000 per day fine for failing to remove their dams.	true
1896	Prayers are requested for the Darkhorse Marine battalion fighting in Afghanistan.	false
1897	Former Alaska governor was critically injured in an automobile accident.	false
1898	"Cell phone users should not accept a video entitled ""Sonia Disowns Rahul"" because it contains a malicious virus."	false
1899	Actor Denzel Washington was killed in a drive-by shooting in New York.	false
1900	Ted Nugent was killed in a Montana hunting accident.	false
1901	A death row inmate named Jeremy Morris ate a Bible as his last meal.	false
1902	"Ayn Rand said, ""The question isn’t who is going to let me; it's who is going to stop me."""	false
1903	Action star Dolph Lundgren has multiple scientific degrees.	true
1904	Facebook users can receive a Bed Bath & Beyond coupon in exchange for sharing a post or taking a survey.	false
1905	The Fyre Festival was oversold and rapidly descended into chaos, leaving attendees stranded due to its last-minute cancellation.	true
1906	"CNN aired a story about a university student who discovered a ""diet hack"" involving apple cider vinegar."	false
1907	"Actor Jeff Goldblum has a food truck called ""Chef Goldblum's."""	true
1908	"Bill Nye said that gender is determined ""by your chromosomes"" during an episode of ""Bill Nye the Science Guy."""	false
1909	President Bill Clinton is on his deathbed in Arkansas.	false
1910	Wisconsin Republican Paul Ryan is going to be replaced as Speaker of the House.	false
1911	A photograph shows a 'water bending' squirrel.	false
1912	An image shows a disheveled President Trump texting at Mar-A-Lago.	false
1913	"Hundreds of thousands of residents in North Korea's capital Pyongyang were evacuated due to ""nuke"" fears."	false
1914	A 'Muslim refugee' shot fifteen people inside an Ohio nightclub.	false
1915	An orangutan raped an Irish tourist in Indonesia.	false
1916	A group of lions intervened and saved Christian missionaries from being stoned to death by Islamic militants in Asia.	false
1917	Scientists have discovered a fuel thousands of times more powerful than gasoline and just one company is positioned to own a vast majority of its market share.	false
1918	Trey Gowdy was forced into protective custody after two people investigating Hillary Clinton went missing.	false
1919	Chelsea Clinton was arrested in April 2017 for having sex with a minor.	false
1920	Greg Comer is battling cancer.	false
1921	Michelle Obama filed for divorce after discovering former President Barack Obama had a pregnant mistress.	false
1922	President Obama was served with a search warrant on or around 23 April 2017.	false
1923	Schools in the UK no longer teach about the Holocaust for fear of offending Muslim students.	false
1924	Rep. Jason Chaffetz will soon resign from the House due to pending, lurid scandals.	false
1925	Hillary Clinton's assistant J.W. McGill was found dead after suffering an apparent heart attack.	false
1926	An image shows marijuana plants growing in potholes in Portland, Oregon.	false
1927	Instagram model Kristyna Martelli underwent 100 elective cosmetic medical procedures, and died during a surgery in April 2017.	false
1928	Lowe's is giving out coupons worth up to $100 to Facebook users.	false
1929	Three power outages that coincided in Los Angeles, San Francisco and New York were caused by Russian hacking.	false
1930	A video shows a real sea roach.	false
1931	A video shows black stones raining from the sky in Sinop, Turkey.	false
1932	A photograph shows a real hammerhead salamander.	false
1933	Mia Khalifa was diagnosed with human immunodeficiency virus, or HIV.	false
1934	The missiles displayed during a North Korean military parade were fake.	false
1935	Massapequa, New York pizza restaurant Villaggio's refused to serve a soldier named John Welch because he visited with a service dog.	false
1936	"An image shows the ghost of Paul Walker on the set of the eighth movie in ""The Fast and the Furious"" franchise."	false
1937	Julian Assange was kidnapped from the Ecuadorean embassy in London and murdered in April 2017.	false
1938	Louise Rosealma was photographed holding an explosive device made from a glass bottle before she was punched by Nathan Damigo.	false
1939	"Attorney General Jeff Sessions said he's amazed a Hawaiian judge ""sitting on an island in the Pacific' can block executive orders."	true
1940	Due to an obscure Massachusetts legal doctrine, Aaron Hernandez's death vacates his conviction and entitles his family to $15 million under the terms of his severed NFL contract.	false
1941	President Trump's White House invited mostly white children to the Easter Egg Roll event.	false
1942	A man in Florida cut off his own genitals and fed them to an alligator while high on methamphetamine.	false
1943	A video shows a member of a lost Indonesian pygmy tribe on a dirt bike trail in Aceh.	false
1944	Rocker Ted Nugent evaded the draft in the 1960s by taking drugs and acting crazy.	false
1945	A set of photographs accurately depict the number of New England Patriots players in attendance at a White House ceremony in 2015 and 2017.	false
1946	"A teen boy died of ""orgasmic shock"" after masturbating 46 times in a row."	false
1947	Sonic Drive-In outlets are selling a $2 red tray keychain entitling the bearer to steep discounts on Route 44 beverages.	false
1948	Due to a recent court ruling, It is now legal for women in the U.S. to display their breasts in public.	false
1949	Russia has blackmail material on Utah Republican Rep. Jason Chaffetz, which is why he will not seek re-election.	false
1950	An x-ray image shows a live cockroach in a patient's chest in Zimbabwe.	false
1951	Did President Trump bully a boy by signing his hat and tossing it away at the Easter Egg Roll?	false
1952	Women’s menstrual cycles synchronize when they live or work in close proximity to one another.	false
1953	The date of Earth Day was chosen as April 22 by the Unicorn Killer to coincide with Vladimir Lenin's birthday.	false
1954	A photograph shows Marilyn Monroe and Elizabeth Taylor leaning against a tree.	false
1955	A South African woman gave birth to puppies after having sex with the family dog.	false
1956	The White House Easter Bunny was sponsored by Paas for the first time in 2017.	false
1957	A British mother lost custody of her children because she ignored warnings about 'co-sleeping' with her children.	false
1958	On 20 April 2018, a Green Moon will appear in the sky, a rare event that only occurs every 420 years.	false
1959	"Nazi Luftwaffe commander Hermann Goering  proclaimed that although ""the people don't want war,""  they ""can always be brought to the bidding of their leaders."""	true
1960	"The U.S. Supreme Court ruled that "" the only Islam taught to our children in public schools will be the history of Radical Islam and what they can do to help stop it."""	false
1961	"Donald Trump wrote in ""The Art of the Deal"" that if you tell people a lie three times, they will believe it."	false
1962	The Massive Ordnance Air Blast, first used by the United States military in April 2017, is capable of releasing toxic radiation into the atmosphere on a global scale.	false
1963	"A video shows a new health trend called the ""human nacho spa treatment."""	false
1964	A United Airlines flight attendant slapped a 7 month-old baby in the face for crying during a flight.	false
1965	In ancient Rome, women would drink turpentine to make their urine smell sweet like roses.	false
1966	"Eric Trump said his father planned to ""cancel"" taxes on wealthy people."	false
1967	"A Cleveland-area Fox affiliate described local murder suspect Steve Stephens as ""dark white."""	false
1968	A teacher's letter home upbraids student for correcting him in class.	false
1969	Al Gore predicted that Earth’s “ice caps” will melt away by 2014.	false
1970	Nabisco has announced the release of a 'Graeter's Black Raspberry Chocolate Chip' flavor of Oreo Cookies.	false
1971	"At an Arizona town hall event, Sen. Jeff Flake told constituents ""we can't rely on solar power because we can't tell people they will not have lights during the night."""	false
1972	President Trump has issued an order banning the 'Saturday Night Live' television show.	false
1973	A Taiwanese airliner dumped human waste onto the top deck of a cruise ship.	false
1974	A couple seeking to conceive via IVF discovered through DNA testing that they were fraternal twins.	false
1975	Candace Claiborne, who worked for Barack Obama, has been arrested and charged with treason.	false
1976	Photograph captures United Airlines passengers wearing protective crash helmets.	false
1977	An increased number of men have contracted homosexuality after eating ‘pastel colored Easter eggs.’	false
1978	Supereme Court Justice Ruth Bader Ginsburg has been rushed to a hospital in an unresponsive state.	false
1979	Being an only child (or an only son) automatically exempts you from military service in the U.S.	false
1980	A video shows a huge detonation in Afghanistan in April 2017.	false
1981	A photograph shows musician Snoop Dogg in an Easter Bunny costume.	false
1982	Sarah Palin claimed in an interview that Jesus Christ celebrated Easter during His time on Earth.	false
1983	A photograph shows a record-breaking 320-pound shrimp caught by Canadian fisherman.	false
1984	Myriad superstitions and bits of folklore are associated with Easter.	false
1985	The state of Texas has legalized recreational use of marijuana.	false
1986	An airliner was saved by a pickup truck after its landing gear malfunctioned.	false
1987	Casey Anthony is pregnant with twins and hoping to star in a reality TV show.	false
1988	Various restaurants around the world were shut down for serving  for serving human meat.	false
1989	A new study proves that men who marry “chubby women” are happier and live longer.	false
1990	A law enforcement officer in Texas was shot and killed by '3 Muslim refugee' [sic]	false
1991	On 7 April 2017, the clickbait web site TwoFeed.org posted an alarming story with the headline, “Global war approaches: North Korea warns: ‘If a single bullet is fired we will nuke the United States.'” The article then went into a far-fetched scenario about the impoverished country’s knocking out the U.S. electrical grid with an “EMP” (electro-magnetic pulse) strike and claimed that North Korea’s autocratic leader Kim Jong Un had issued a threat of imminent war:.	false
1992	President Donald Trump signed an executive order to buy all of his daughter Ivanka's chametz.	false
1993	"A New Zealand Woman died in Pensacola in an attempt to take an ""alligator selfie."""	false
1994	"Sen. Chuck Schumer is on record saying, ""Candidates with deeply held Christian beliefs are unfit and disqualified from serving as a federal judge."""	false
1995	"A ""gay sex predator"" sodomized two burglars after they broke into his home."	false
1996	The White House cancelled the 2017 Easter Egg roll.	false
1997	"A photograph shows John Lennon playing the guitar on the hood of a truck with ""Star Trek"" actor Leonard Nimoy."	false
1998	Southwest Airlines changed their slogan to capitalize on the public relations misfortunes of competitor United Airlines.	false
1999	"The Daily Mail posted, and then deleted, a story saying the U.S. had given the ""green light"" for a chemical weapons attack in Syria that could be blamed on Assad."	true
2000	Attorney General Jeff Sessions described immigrants as 'filth' during a speech in Arizona.	false
2001	"In a botched attempt to clarify his previous statements about Adolf Hitler and chemical weapons, Trump press secretary Sean Spicer said he meant Hitler never used them on ""fellow Germans."""	false
2002	Adolf Hitler never used chemical weapons (against his own people).	false
2003	An image shows a 'Blood of Jesus on the Cross' flower that only blooms during Holy Week.	false
2004	An image shows the heavily armed officers of United Airlines' Special Seating and Apparel Division.	false
2005	"""Refried beans"" are beans that have been fried more than once."	false
2006	"Morris ""Moe"" Berg, a multilingual Princeton University graduate who played major league baseball throughout the 1920s and '30s, lived a life of danger and intrigue as a U.S. military intelligence officer in Europe during World War II."	true
2007	Robbers in shopping mall parking lots are using ether-filled perfume bottles to render their victims unconscious.	false
2008	A recent fiery automobile accident claim the lives of two mothers and five children as two fathers tried desperately to save them.	false
2009	"White House Press Secretary Sean Spicer said that the United States was ""absolutely ready for World War III"" under President Donald Trump's strong leadership."	false
2010	President Trump voiced his support for United Airlines following the release of a video showing the a passenger being forcibly from a flight.	false
2011	The Pentagon awarded United Airlines a contract to forcibly remove Bashar al-Assad from Syria.	false
2012	Black Lives Matter protests in Ferguson were funded by Russia or Russian interests.	false
2013	President Donald Trump and his family will be the subjects of an upcoming reality show.	false
2014	The Trump Organization won a contract to rebuild the Syrian airport destroyed in a United States missile attack.	false
2015	A photograph shows Donald Trump with a diarrhea stain on his golf pants.	false
2016	There is a proven natural cure for cancer called sour honey, but pharmaceutical companies and politicians are trying to keep it under wraps for financial gain.	false
2017	Malia Obama was expelled from Harvard for a drug violation.	false
2018	Donald Trump said that the United States should build a fence around New Mexico.	false
2019	President Trump owns stock in Raytheon and directly profited from the use of their Tomahawk missiles in an April 2017 U.S. strike on a Syrian air base.	false
2020	Babies born in-flight are given free air travel by the airline for the rest of their lives.	false
2021	Photographs show the figure of an astronaut carved into the wall of a 12th century Spanish cathedral.	false
2022	"The cut of steak known as ""sirloin"" is so named because an English king once knighted a piece of beef."	false
2023	"Scientists are stumped by a photograph taken by the Hubble Telescope, and some believe it shows ""the gates of heaven."""	false
2024	"The numbers on a toaster indicate duration of toasting in minutes, and not a ""degree of toastiness."""	false
2025	A group of Danish students proved that Wi-Fi signals harm human health in a study involving routers and cress seeds.	false
2026	Photographs show a rare strain of blue strawberries.	false
2027	Research by a cosmetics company found that women with natural hair have lower self-esteem than women with treated hair.	false
2028	In the wake of a missile strike ordered by President Trump on Syria in April 2017, senior White House officials admitted that it served no actual purpose.	false
2029	Donald Trump has vowed to reinstate the draft.	false
2030	HUD director Ben Carson found more than $500 billion in accounting errors at the federal agency.	false
2031	President Obama was arrested in Japan in connection with the seizure of massive amounts of cocaine on his yacht.	false
2032	"Evangelical leader Kenneth Copeland said opponents of President Trump could be ""punished"" with gay children."	false
2033	President Obama failed to tip a steakhouse waiter who was actually a prominent restauranteur.	false
2034	Bananas that display a red discoloration inside are dangerous to human health if eaten.	false
2035	Hiding finely-ground glass in food is an effective method for killing a person.	false
2036	Hurricanes with female names cause more damage because people perceive their risk to be lower, leading to less preparedness.	false
2037	Miley Cyrus, James Franco, and Seth Rogan were arrested for conspiring to assassinate President Trump.	false
2038	An analysis determined that Senator Elizabeth Warren pays her female staffers less than their male counterparts.	false
2039	An Illinois janitor collected $20 million in life insurance benefits on policies placed on teenagers who were then murdered.	false
2040	A dragon skeleton was discovered in northern Iceland.	false
2041	A DNA test proved that a retired postman fathered more than 1300 illegitimate children.	false
2042	Using toilet paper as a barrier between your derriere and a toilet seat poses more health risks than just sitting down without a barrier.	false
2043	Photographs show the place where two oceans meet in the Gulf of Alaska.	false
2044	President Trump opened National Parks and wildlife refugees to coal mining.	false
2045	A video shows dozens of Muslims being tortured in Burma.	false
2046	"Crayola announced they are removing the ""dandelion"" color from their basic box of 24 crayons due to a complaint from the White House that children were using it to create unflattering portraits of President Trump."	false
2047	After passing a bill to make consuming raw milk legal in the state, several members of the West Virginia legislature fell ill due to drinking raw milk to celebrate the bill becoming law.	false
2048	Prayers are requested for a 22-month-old boy who accidentally shot himself with a nail gun.	false
2049	George Dalmon and Andy Miles were kicked out of a Mongolian barbecue buffet because they ate too much.	false
2050	"Sen. Tom Cotton said during an interview that he received ""gay conversion therapy."""	false
2051	An immigrant put peanut butter in a little girl's sandwich causing her to have an allergic reaction.	false
2052	A video shows a 'sandfall' in Saudi Arabia.	true
2053	Some lads are more clever than others.	false
2054	An ancient underground city was discovered beneath Cades Cove.	false
2055	Former EPA Administrator Gina McCarthy said the Obama administration's Clean Power Plan would have little or no effect on carbon dioxide emissions.	false
2056	A woman was arrested for training squirrels to attack her ex-boyfriend.	false
2057	A teenager was killed after his Xbox One malfunctioned and forcefully ejected a disc that slashed his throat.	false
2058	Only one person out of 87,000 tested positive for drugs under Arizona's $3.6 million drug-testing program for welfare recipients.	false
2059	Disney announced that the Simba character will be portrayed as gay in the new 'The Lion King' movie.	false
2060	President Zuma of South Africa purchased the world's most expensive plane.	false
2061	Boiling the same water twice will make your water dangerous to drink.	false
2062	The last time Republicans controlled the presidency and Congress was in 1928, and the U.S. sunk into the Great Depression within a year.	false
2063	Gardeners can create a hybrid kiwi banana fruit by planting a piece of a banana and a piece of a kiwi in the same pot.	false
2064	Video clip shows an airplane making a safe landing after losing a wing.	false
2065	"Donald Trump is considering resignation an ""option."""	false
2066	A photograph shows a man posing with a bear that he killed while it was hibernating, an act made legal by the passage of a new law.	false
2067	Miller County Judge Roy John McNatt wrote a racist memo about black people.	false
2068	Three additives in peanut butter cups, soy lecithin, PGPR, and TBHQ, are inherently dangerous and should be avoided.	false
2069	A photograph shows a humorous sign warning people not to cross a field due to the presence of a bull.	true
2070	"There are ""no-go zones"" in Sweden where the police can't enter."	false
2071	85 (or 244) inmates have escaped from a Fijian prison.	false
2072	Recently-arrived asylum seekers are perpetrating the majority of crime in Sweden.	false
2073	Two homeless people were found living in the attic of a Walmart in Tennessee.	false
2074	"Devin Nunes' financial wealth is invested in a wine company with ""strong ties"" to Russia."	false
2075	A crematorium in Maine offered its services for free to contest winners.	true
2076	A photograph shows two great white sharks swimming in the Mississippi River.	false
2077	U.S. Attorney General Jeff Sessions is to be disbarred from the Alabama State Bar Association due to a letter of complaint filed by 2,000 attorneys from across the U.S.	false
2078	Sweden has the highest rate of rape among European countries.	false
2079	"The IRS gave preferential ""fast tracking"" for tax exempt status to After School Satan clubs run by the Satanic Temple."	false
2080	A photograph shows Melania Trump posing in front of a jet while pregnant.	true
2081	"Pastor John Hagee said that ""God made all lesbians flat"" so they can be identified by ""normal people""."	false
2082	A Southern California mom experienced a near-miss abduction of her daughter by human traffickers at a local IKEA store.	false
2083	Did House Intelligence Committee chair Devin Nunes meet with Michael Flynn and the Turkish foreign minister?	false
2084	A Democratic National Committee tweet included an altered version of a Socialist party's poster	true
2085	A recent invasion of New Guinea Flatworms in Florida poses a significant risk to human health and a sighting of this non-native animal should be reported to authorities by calling 911.	false
2086	"If you look carefully, you can see the phrase ""Hail Satan"" embossed on the US $10,000 bill."	false
2087	"The ""Fire Fairy Challenge"" has tricked multiple children into harming themselves."	false
2088	A series of photographs originally circulated online in January 2009 supposedly show the aftermath of a backhoe operator who started digging without following proper safety procedures and struck a high pressure gas main:	false
2089	"A ""cargo container full of young black women"" was found in a port in Savannah, Georgia, ""about to be shipped overseas."""	false
2090	"All eight Supreme Court justices penned a ""letter"" saying  President Trump was ""completely wrong in choosing Neil Gorsuch"" to fill a vacant seat on the court."	false
2091	Russian dissident Denis Voronenkov, who was gunned down in March 2017, was slated to testify against former Trump campaign manager Paul Manafort in a treason trial in Ukraine.	false
2092	The State Department has imposed sanctions against Phillippines Vice President Leni Robredo, banning her from the U.S.	false
2093	Fourteen teenaged girls went missing in Washington, D.C., within 24 hours.	false
2094	A single eruption from a volcano puts 10,000 times more carbon dioxide into the atmosphere than all of human activity has throughout history.	false
2095	Paul Ryan said that he would not stop until he destroyed health care in America.	false
2096	Timberland's CEO said he doesn't want black people to wear Timberland boots.	false
2097	"The crew of the USS Constitution (""Old Ironsides"") consumed more than 250,000 gallons of liquor and no water at all during a six-month voyage in 1798."	false
2098	Rep. Trey Gowdy ordered the exhumation of the body of Clinton associate Vince Foster.	false
2099	Entering your PIN in reverse at any ATM will automatically summon the police.	false
2100	The FDA has updated its warnings for — and recommended limitations on — prescribing a class of antibiotics called fluoroquinolones, citing potentially irreversible side-effects including tendon damage and rupture.	true
2101	Attorney General Jeff Sessions said using marijuana leads to more sex, thus causing more unwanted pregnancies and more abortions.	false
2102	The Environmental Protection Agency awarded $100 million to Flint, Michigan, at the behest of President Trump.	false
2103	"The Rev. Al Sharpton was shot to death in Chicago by members of a ""domestic terrorist group."""	false
2104	American political consultant Roger Stone has a tattoo of Richard Nixon on his back.	true
2105	A blow to the testicles can kill a man.	false
2106	The “Naked” line of juices and smoothies contain the toxic preservative formaldehyde.	false
2107	Anthony Weiner was placed in protective custody until he can testify against Hillary Clinton.	false
2108	Hillary Clinton was named to fill an open U.S. Senate seat in New York, vacated by a senator who resigned after being indicted for fraud.	false
2109	“Slime,” a do-it-yourself gooey craft project containing borax, white glue, and shaving cream, comes with serious health risks.	false
2110	George Soros was killed in a plane crash while visiting Hungary in March 2017.	false
2111	The Rothschild Family owns 80% of the world's wealth, with a net worth of $500 trillion.	false
2112	British actor Rowan Atkinson, best known as 'Mr. Bean,' has died.	false
2113	Eating Takis brand corn chips causes ulcers and cancer in children.	false
2114	When Winston Churchill was asked to cut arts funding to support the war effort, he replied: “Then what are we fighting for?”	false
2115	Each of the Confederate battle flag's colors symbollizes a religious concept.	false
2116	Kissing bugs in the U.S. carry a disease-causing parasite.	true
2117	"Longtime Fox News anchor Shepard Smith has been fired for being ""too controversial."""	false
2118	In a dying act of defiance, Polish dancer and Holocaust victim Franceska Mann shot and killed SS officer Josef Schillinger.	true
2119	Actors Robert Redford and Meryl Streep are married to each other (or planning to be).	false
2120	Over-the-counter painkiller paracetamol is contaminated with the Machupo virus and should be avoided.	false
2121	A photograph shows a baseball stadium repurposed as a residential neighborhood.	false
2122	Chick-fil-A president Dan Cathy announced that the chain would oppose blacks as a marketing ploy.	false
2123	The U.S.'s leading group of pediatricians issued a strong statement condemning tolerance of gender dysphoria in children.	false
2124	A man died in a meth lab explosion after attempting to light his own flatulence.	false
2125	John Hagee, founder of the Cornerstone Church, wants to prosecute women for saying God's name during intercourse.	false
