,0
5032,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5033,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5034,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5035,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5036,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5037,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5038,https://www.snopes.com/fact-check/russian-flag-texas-capitol/
5039,https://www.snopes.com/fact-check/trump-takes-victory-tour-moscows-red-square/
5040,https://www.snopes.com/fact-check/bee-venom-kills-hiv/
5041,https://www.snopes.com/fact-check/hillary-clintons-premature-celebration/
5042,https://www.snopes.com/fact-check/restaurant-staff-walks-out-when-obamas-walk-in/
5043,https://www.snopes.com/fact-check/hillary-clintons-popular-vote-win-came-entirely-from-california/
5044,https://www.snopes.com/fact-check/podesta-emails-show-3-prominent-republicans-on-clinton-payroll/
5045,https://www.snopes.com/fact-check/pussy-quipped/
5046,https://www.snopes.com/fact-check/national-security-agencies-on-high-alert-after-trump-caught-telling-dangerous-lie/
5047,https://www.snopes.com/fact-check/minnesota-vikings-open-their-stadium-to-shelter-the-homeless/
5048,https://www.snopes.com/fact-check/bandits-posing-as-gas-company-workers/
5049,https://www.snopes.com/fact-check/black-carded/
5050,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5051,https://www.snopes.com/fact-check/canada-refugee-benefits/
5052,https://www.snopes.com/fact-check/cut-onions-contamination/
5053,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5054,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5055,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5056,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5057,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5058,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5059,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5060,https://www.snopes.com/fact-check/ice-screen/
5061,https://www.snopes.com/fact-check/confessions-for-the-holidays/
5062,https://www.snopes.com/fact-check/phone-exploding-in-ceelo-greens-face/
5063,https://www.snopes.com/fact-check/government-to-microchip-citizens/
5064,https://www.snopes.com/fact-check/dylann-roof-john-christian-graas/
5065,https://www.snopes.com/fact-check/trump-sends-unpresidented-tweet/
5066,https://www.snopes.com/fact-check/no-celebrities-will-perform-at-trump-inauguration/
5067,https://www.snopes.com/fact-check/salvation-army-bellringers-sign-about-the-gays/
5068,https://www.snopes.com/fact-check/make-a-wish-touchdown/
5069,https://www.snopes.com/fact-check/john-kasich-said-we-cant-entrust-abortion-decision-to-women/
5070,https://www.snopes.com/fact-check/russian-reality-show-game2-winter-allows-rape-murder/
5071,https://www.snopes.com/fact-check/syrian-rescue-organization-the-white-helmets-are-terrorists/
5072,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5073,https://www.snopes.com/fact-check/canada-refugee-benefits/
5074,https://www.snopes.com/fact-check/cut-onions-contamination/
5075,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5076,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5077,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5078,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5079,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5080,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5081,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5082,https://www.snopes.com/fact-check/did-every-single-school-marching-band-in-dc-just-boycott-trumps-inauguration/
5083,https://www.snopes.com/fact-check/women-need-more-sleep-than-men-because-their-brains-work-harder/
5084,https://www.snopes.com/fact-check/harvard-professor-wants-electoral-college-to-reject-trump/
5085,https://www.snopes.com/fact-check/comcasts-car-crash/
5086,https://www.snopes.com/fact-check/muslim-migrants-tore-down-a-christmas-tree-in-italy/
5087,https://www.snopes.com/fact-check/donald-trump-appoints-kanye-west-to-cabinet-position/
5088,https://www.snopes.com/fact-check/syrian-war-victims-are-being-recycled-and-al-quds-hospital-was-never-bombed/
5089,https://www.snopes.com/fact-check/florida-moves-for-full-recount-of-state-votes-over-massive-voter-fraud/
5090,https://www.snopes.com/fact-check/first-recorded-marijuana-overdose-occurs-hours-after-massachusetts-legalization/
5091,https://www.snopes.com/fact-check/driverless-uber-runs-red-light/
5092,https://www.snopes.com/fact-check/plane-crash-video-disappearing-from-the-internet/
5093,https://www.snopes.com/fact-check/keanu-reeves-tragic-story/
5094,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5095,https://www.snopes.com/fact-check/canada-refugee-benefits/
5096,https://www.snopes.com/fact-check/cut-onions-contamination/
5097,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5098,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5099,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5100,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5101,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5102,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5103,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5104,https://www.snopes.com/fact-check/mall-santa-beat-up-child-molester/
5105,https://www.snopes.com/fact-check/limpopo-brothers-crocodile-assault/
5106,https://www.snopes.com/fact-check/peta-lobster-rescue-in-nebraska-kills-captive-creatures/
5107,https://www.snopes.com/fact-check/mcdonalds-mitten-cups/
5108,https://www.snopes.com/fact-check/santas-phone-number/
5109,https://www.snopes.com/fact-check/everyone-who-has-cancer-has-a-ph-that-is-too-acidic/
5110,https://www.snopes.com/fact-check/the-pizzagate-survivor/
5111,https://www.snopes.com/fact-check/5-year-old-boy-dies-in-santas-arms/
5112,https://www.snopes.com/fact-check/fact-check-mcdonalds-creates-nutella-burger/
5113,https://www.snopes.com/fact-check/do-panhandlers-make-50-an-hour/
5114,https://www.snopes.com/fact-check/obama-more-flexibility-russia/
5115,https://www.snopes.com/fact-check/donald-trump-says-the-earth-is-flat/
5116,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5117,https://www.snopes.com/fact-check/canada-refugee-benefits/
5118,https://www.snopes.com/fact-check/cut-onions-contamination/
5119,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5120,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5121,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5122,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5123,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5124,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5125,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5126,https://www.snopes.com/fact-check/secret-pancakes-on-5-bill/
5127,https://www.snopes.com/fact-check/buzz-aldrin-tweeted-we-are-all-in-danger-it-is-evil-itself/
5128,https://www.snopes.com/fact-check/muslim-pushed-woman-down-stairs/
5129,https://www.snopes.com/fact-check/raising-cane/
5130,https://www.snopes.com/fact-check/are-there-more-trees-on-earth-than-there-are-stars-in-the-milky-way/
5131,https://www.snopes.com/fact-check/democrats-sharia-law/
5132,https://www.snopes.com/fact-check/tony-and-john-podesta-match-madeleine-mccann-police-sketches/
5133,https://www.snopes.com/fact-check/soccer-chapecoense-fined-forfeiting/
5134,https://www.snopes.com/fact-check/trump-says-africans-are-poor-because-they-think-of-sex-instead-of-farming/
5135,https://www.snopes.com/fact-check/california-bill-enables-government-to-seize-children/
5136,https://www.snopes.com/fact-check/flip-or-flop-stars-tarek-and-christina-el-moussa-part-ways/
5137,https://www.snopes.com/fact-check/muslim-man-slaps-christian-woman/
5138,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5139,https://www.snopes.com/fact-check/canada-refugee-benefits/
5140,https://www.snopes.com/fact-check/cut-onions-contamination/
5141,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5142,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5143,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5144,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5145,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5146,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5147,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5148,https://www.snopes.com/fact-check/trump-hotels-lease-violation-action-alert/
5149,https://www.snopes.com/fact-check/boston-bruins-fan-sign/
5150,https://www.snopes.com/fact-check/democrats-file-treason-charges-against-trump/
5151,https://www.snopes.com/fact-check/national-park-service-denying-inauguration-protest-permits/
5152,https://www.snopes.com/fact-check/did-macys-pull-support-from-planned-parenthood/
5153,https://www.snopes.com/fact-check/will-landlines-eventually-dial-911-or-emergency-services-if-left-off-the-hook/
5154,https://www.snopes.com/fact-check/18-inches-of-bullet-casings-cover-chicago-streets/
5155,https://www.snopes.com/fact-check/alien-caught-on-kerala-karnataka-border/
5156,https://www.snopes.com/fact-check/trump-social-security/
5157,https://www.snopes.com/fact-check/obama-urges-soldiers-question-trumps-authority/
5158,https://www.snopes.com/fact-check/maureen-dowd-election-therapy/
5159,https://www.snopes.com/fact-check/blood-type-diets-actually-rooted-science/
5160,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5161,https://www.snopes.com/fact-check/canada-refugee-benefits/
5162,https://www.snopes.com/fact-check/cut-onions-contamination/
5163,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5164,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5165,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5166,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5167,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5168,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5169,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5170,https://www.snopes.com/fact-check/swedish-church-vandalized-housing-muslim-refugees/
5171,https://www.snopes.com/fact-check/southern-baptist-convention-buys-chick-fil/
5172,https://www.snopes.com/fact-check/liberals-demand-offensive-wwi-memorial-torn/
5173,https://www.snopes.com/fact-check/cheapskate-brags-pressuring-waiter-5-tip/
5174,https://www.snopes.com/fact-check/star-wars-anti-trump-scene/
5175,https://www.snopes.com/fact-check/donald-trump-remain-apprentice-inauguration/
5176,https://www.snopes.com/fact-check/black-homeless-woman-says-trump-allowed-live-trump-tower-rent-free/
5177,https://www.snopes.com/fact-check/paul-ryan-said-free-lunches-give-children-empty-souls/
5178,https://www.snopes.com/fact-check/john-kerry-daughter-nonprofit/
5179,https://www.snopes.com/fact-check/nordstrom-selling-rock-leather-pouch-85/
5180,https://www.snopes.com/fact-check/bacon-sandwich-reported-offensive-facebook/
5181,https://www.snopes.com/fact-check/highway-plays-america-beautiful/
5182,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5183,https://www.snopes.com/fact-check/canada-refugee-benefits/
5184,https://www.snopes.com/fact-check/cut-onions-contamination/
5185,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5186,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5187,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5188,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5189,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5190,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5191,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5192,https://www.snopes.com/fact-check/target-blocks-israel-e-commerce-access/
5193,https://www.snopes.com/fact-check/annie-glenn/
5194,https://www.snopes.com/fact-check/donald-trumps-intelligence-quotient/
5195,https://www.snopes.com/fact-check/newport-introduces-marijuana-cigarettes-on-sale-worldwide/
5196,https://www.snopes.com/fact-check/harry-david-says-company-neutral-racism-neo-nazis/
5197,https://www.snopes.com/fact-check/scientists-find-australian-berry-can-cure-cancer-48-hours/
5198,https://www.snopes.com/fact-check/ben-carson-abortions-create-baby-ghosts-haunt-hospitals/
5199,https://www.snopes.com/fact-check/kfc-really-create-chicken-scented-candle/
5200,https://www.snopes.com/fact-check/fisher-price-happy-hour-playset/
5201,https://www.snopes.com/fact-check/morton-county-sheriff-kyle-kirchmeiers-twitter-account/
5202,https://www.snopes.com/fact-check/turning-japanese/
5203,https://www.snopes.com/fact-check/university-forced-students-to-wear-hijabs-for-event/
5204,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5205,https://www.snopes.com/fact-check/canada-refugee-benefits/
5206,https://www.snopes.com/fact-check/cut-onions-contamination/
5207,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5208,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5209,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5210,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5211,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5212,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5213,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5214,https://www.snopes.com/fact-check/white-house-press-secretary-say-wwii-vets-upset-japan-visit-get/
5215,https://www.snopes.com/fact-check/clinton-portrait-hung-christmas-decorations-white-house/
5216,https://www.snopes.com/fact-check/united-airlines-begin-charging-use-overhead-storage/
5217,https://www.snopes.com/fact-check/donald-trump-carrier-stock/
5218,https://www.snopes.com/fact-check/native-american-scouts-long-hair-provided-almost-supernatural-tracking-abilities-vietnam-war/
5219,https://www.snopes.com/fact-check/man-punches-kangaroo-save-dog/
5220,https://www.snopes.com/fact-check/chanel-no-5-discontinued/
5221,https://www.snopes.com/fact-check/image-child-organ-trafficking-victims-thailand/
5222,https://www.snopes.com/fact-check/dakota-access-pipeline-continuing-despite-denied-easement/
5223,https://www.snopes.com/fact-check/carrier-jobs-to-mexico-despite-trump-deal/
5224,https://www.snopes.com/fact-check/trump-cancels-obamas-muslim-ritual/
5225,https://www.snopes.com/fact-check/christmas-tree-probably-not-full-lyme-disease-bearing-ticks/
5226,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5227,https://www.snopes.com/fact-check/canada-refugee-benefits/
5228,https://www.snopes.com/fact-check/cut-onions-contamination/
5229,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5230,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5231,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5232,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5233,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5234,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5235,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5236,https://www.snopes.com/fact-check/lord-rings-donut/
5237,https://www.snopes.com/fact-check/no-nativity-scenes-white-house/
5238,https://www.snopes.com/fact-check/father-mourns-wife-children-killed-car-crash/
5239,https://www.snopes.com/fact-check/national-geographics-photograph-year/
5240,https://www.snopes.com/fact-check/emboldened-election-texas-republicans-kill-medicaid-funding-children-disabilities/
5241,https://www.snopes.com/fact-check/giants-in-japan/
5242,https://www.snopes.com/fact-check/sarah-palin-calls-boycott-mall-america-santa-always-white-bible/
5243,https://www.snopes.com/fact-check/chris-christie-arrested-for-keying-trumps-limo/
5244,https://www.snopes.com/fact-check/wisconsin-recount-observers-find-voting-machines-broken-seals/
5245,https://www.snopes.com/fact-check/feds-tracking-support-audit-donald-trump/
5246,https://www.snopes.com/fact-check/general-james-mattis-insulted-anti-war-protesters/
5247,https://www.snopes.com/fact-check/colonel-sanders/
5248,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5249,https://www.snopes.com/fact-check/canada-refugee-benefits/
5250,https://www.snopes.com/fact-check/cut-onions-contamination/
5251,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5252,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5253,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5254,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5255,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5256,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5257,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5258,https://www.snopes.com/fact-check/tom-and-jerry-committed-suicide/
5259,https://www.snopes.com/fact-check/muslim-beats-boy-for-having-blue-eyes/
5260,https://www.snopes.com/fact-check/trump-won-3084-of-3141-counties-clinton-won-57/
5261,https://www.snopes.com/fact-check/melania-trump-ivanka-trump-wearing-transparent-shirts/
5262,https://www.snopes.com/fact-check/army-style-muslim-migrants-marching-to-fight-in-germany/
5263,https://www.snopes.com/fact-check/did-senate-dems-vote-en-masse-to-cut-veterans-pensions/
5264,https://www.snopes.com/fact-check/trump-to-ban-all-television-shows-that-promote-gay-activity/
5265,https://www.snopes.com/fact-check/christian-owned-airlines-change-wing-light-colors-to-celebrate-christmas/
5266,https://www.snopes.com/fact-check/ohio-state-university-staffer-asked-for-sympathy-for-campus-attacker/
5267,https://www.snopes.com/fact-check/giant-squid-found-in-new-zealand/
5268,https://www.snopes.com/fact-check/are-standing-rock-protesters-being-sprayed-with-chemicals-from-crop-duster-planes/
5269,https://www.snopes.com/fact-check/levi-strauss-banned-guns-from-stores/
5270,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5271,https://www.snopes.com/fact-check/canada-refugee-benefits/
5272,https://www.snopes.com/fact-check/cut-onions-contamination/
5273,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5274,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5275,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5276,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5277,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5278,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5279,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5280,https://www.snopes.com/fact-check/trump-staffer-convicted-of-felony-election-fraud/
5281,https://www.snopes.com/fact-check/vintage-pyrex-contains-unsafe-levels-of-lead/
5282,https://www.snopes.com/fact-check/thomas-edisons-mom-lied-about-a-letter-expelling-her-son-from-school/
5283,https://www.snopes.com/fact-check/trump-can-send-texts-to-all-americans/
5284,https://www.snopes.com/fact-check/ace-hardware-stands-against-standing-rock/
5285,https://www.snopes.com/fact-check/justin-trudeau-is-fidel-castros-love-child/
5286,https://www.snopes.com/fact-check/jeff-sessions-slammed-protections-for-disabled-students/
5287,https://www.snopes.com/fact-check/chase-and-wells-fargo-among-banks-financing-dakota-pipeline/
5288,https://www.snopes.com/fact-check/tim-kaine-blamed-guns-for-knife-attack/
5289,https://www.snopes.com/fact-check/can-the-25th-amendment-prevent-a-trump-presidency/
5290,https://www.snopes.com/fact-check/obama-was-going-to-castros-funeral-until-trump-told-him-this/
5291,https://www.snopes.com/fact-check/hillary-clinton-sponsored-a-bill-to-punish-flag-burning/
5292,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5293,https://www.snopes.com/fact-check/canada-refugee-benefits/
5294,https://www.snopes.com/fact-check/cut-onions-contamination/
5295,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5296,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5297,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5298,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5299,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5300,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5301,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5302,https://www.snopes.com/fact-check/fines-for-bringing-supplies-to-standing-rock-dapl-protests/
5303,https://www.snopes.com/fact-check/breitbart-news-app-removed-from-the-apple-store/
5304,https://www.snopes.com/fact-check/dapl-routed-through-standing-rock-after-bismarck-residents-said-no/
5305,https://www.snopes.com/fact-check/donald-trump-brokers-deal-with-carrier-to-keep-jobs-in-america/
5306,https://www.snopes.com/fact-check/will-a-deadline-of-1-january-2017-kill-the-dakota-access-pipeline/
5307,https://www.snopes.com/fact-check/trumps-latest-staff-pick-outed-dying-gay-brother/
5308,https://www.snopes.com/fact-check/in-wake-of-election-obama-passes-executive-order-banning-all-fake-news-outlets/
5309,https://www.snopes.com/fact-check/does-donald-trump-own-a-stake-in-the-dakota-access-pipeline/
5310,https://www.snopes.com/fact-check/woman-stabs-boyfriend-for-having-sex-with-a-turkey-carcass/
5311,https://www.snopes.com/fact-check/colorado-birth-control-facts/
5312,https://www.snopes.com/fact-check/bbc-accused-of-faking-shots-for-planet-earth-2/
5313,https://www.snopes.com/fact-check/michigan-is-about-to-sell-100-million-gallons-of-groundwater-to-nestle-for-200/
5314,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5315,https://www.snopes.com/fact-check/canada-refugee-benefits/
5316,https://www.snopes.com/fact-check/cut-onions-contamination/
5317,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5318,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5319,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5320,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5321,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5322,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5323,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5324,https://www.snopes.com/fact-check/ivanka-trump-will-move-into-white-house-to-fill-melanias-vacancy/
5325,https://www.snopes.com/fact-check/jill-stein-caught-embezzling-recount-funds-for-marijuana-dinner-party/
5326,https://www.snopes.com/fact-check/trump-promises-to-pardon-dylann-roof/
5327,https://www.snopes.com/fact-check/backless-booster-seat-ban/
5328,https://www.snopes.com/fact-check/three-wisconsin-counties-admit-they-padded-votes-for-trump/
5329,https://www.snopes.com/fact-check/trump-picks-el-chapo-to-run-dea/
5330,https://www.snopes.com/fact-check/beef-tallow-in-new-5-notes/
5331,https://www.snopes.com/fact-check/baby-dies-of-vicks-vaporub-poisoning/
5332,https://www.snopes.com/fact-check/trump-tower-name-changed-to-dump-tower-in-google-maps/
5333,https://www.snopes.com/fact-check/was-a-minnesota-man-jailed-for-having-a-windmill-on-his-property/
5334,https://www.snopes.com/fact-check/edward-snowden-said-russia-successfully-rigged-u-s-elections-in-favor-of-trump/
5335,https://www.snopes.com/fact-check/fidel-castro-said-he-wont-die-until-america-is-destroyed/
5336,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5337,https://www.snopes.com/fact-check/canada-refugee-benefits/
5338,https://www.snopes.com/fact-check/cut-onions-contamination/
5339,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5340,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5341,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5342,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5343,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5344,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5345,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5346,https://www.snopes.com/fact-check/ben-carson-thinks-the-earth-would-have-exploded-during-big-bang/
5347,https://www.snopes.com/fact-check/public-assistance-barbie/
5348,https://www.snopes.com/fact-check/fidel-castro/
5349,https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/
5350,https://www.snopes.com/fact-check/donald-trump-themed-ornaments-made-in-china/
5351,https://www.snopes.com/fact-check/betsy-devos-education-secretary/
5352,https://www.snopes.com/fact-check/corona-founder-made-every-person-in-his-village-a-millionaire/
5353,https://www.snopes.com/fact-check/long-lost-wedding-ring-found-around-carrot/
5354,https://www.snopes.com/fact-check/mothman-returns-to-point-pleasant-west-virginia/
5355,https://www.snopes.com/fact-check/theodore-roosevelt-on-criticizing-the-president/
5356,https://www.snopes.com/fact-check/cnn-half-hour-porn/
5357,https://www.snopes.com/fact-check/ivanka-trump-said-if-donald-trump-wasnt-her-father-she-would-mace-him/
5358,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5359,https://www.snopes.com/fact-check/canada-refugee-benefits/
5360,https://www.snopes.com/fact-check/cut-onions-contamination/
5361,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5362,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5363,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5364,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5365,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5366,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5367,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5368,https://www.snopes.com/fact-check/trump-appoints-bill-cosby-as-secretary-for-womens-rights/
5369,https://www.snopes.com/fact-check/nigerian-baby-born-with-message-of-christs-second-coming/
5370,https://www.snopes.com/fact-check/activists-target-big-box-chain-target-with-holiday-boycott/
5371,https://www.snopes.com/fact-check/trump-to-strike-down-obamas-regulation-expanding-overtime/
5372,https://www.snopes.com/fact-check/alt-right-hail-trump-salute/
5373,https://www.snopes.com/fact-check/clint-eastwood-and-the-presidential-medal-of-freedom/
5374,https://www.snopes.com/fact-check/did-john-f-kennedy-predict-his-own-assassination/
5375,https://www.snopes.com/fact-check/audit-the-vote/
5376,https://www.snopes.com/fact-check/student-loan-forgiveness-scam/
5377,https://www.snopes.com/fact-check/are-jellyfish-and-lobsters-biologically-immortal/
5378,https://www.snopes.com/fact-check/trump-team-accidentally-reveals-extreme-immigration-plan/
5379,https://www.snopes.com/fact-check/texas-high-school-students-fake-trump-assassination/
5380,https://www.snopes.com/fact-check/pilot-flying-j-flag-controversy/
5381,https://www.snopes.com/fact-check/canada-refugee-benefits/
5382,https://www.snopes.com/fact-check/cut-onions-contamination/
5383,https://www.snopes.com/fact-check/willie-nelson-seriously-ill/
5384,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5385,https://www.snopes.com/fact-check/new-facebook-algorithm-26-friends/
5386,https://www.snopes.com/fact-check/nra-tax-exempt-non-profit/
5387,https://www.snopes.com/fact-check/white-house-comment-line-trump/
5388,https://www.snopes.com/fact-check/kochs-contributed-ryan-after-tax/
5389,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/
5390,https://www.snopes.com/fact-check/hillary-clinton-regularly-had-her-maid-print-classified-documents/
5391,https://www.snopes.com/fact-check/pizzagate-conspiracy/
5392,https://www.snopes.com/fact-check/woman-develops-iq-of-220-after-drinking-sperm-every-day-for-a-year/
5393,https://www.snopes.com/fact-check/hamilton-non-white-casting-call/
5394,https://www.snopes.com/fact-check/paul-ryan-conducting-obamacare-phone-survey/
5395,https://www.snopes.com/fact-check/global-sea-ice-at-a-record-breaking-low/
5396,https://www.snopes.com/fact-check/house-passes-bill-letting-government-contractors-fire-lgbt-people/
5397,https://www.snopes.com/fact-check/brandon-victor-dixon-tweet/
5398,https://www.snopes.com/fact-check/melania-trump-and-the-dakota-access-pipeline-protests/
